LaneID,public_name,GPSC,In_Silico_St,CC,Aroe,Xpt,Ddl,Gdh,Gki,Recp,Spi,goeBURST,cgMLST,HierCC,LIN_barcode,LIN_Lineage,GPSC__colour,CC__Colour,HC__Colour
16288_6#28,GPS_NP_6522,170,7689,2856,43,79,255,5,4,10,7,53,9306,2377,0_121_1_1_1_0_0_0_0_0_0,0_121_1,#a73e51,#de008c,#d1ca4f
16288_6#29,GPS_NP_6531,9,5285,63,2,386,14,5,36,12,17,1,9307,2,0_74_0_1_99_2_0_0_0_0_0,0_74_0,#4c71e1,#d575ff,#fa77fa
16288_6#30,GPS_NP_6555,336,12793,2234,2,14,31,5,559,1,125,151,9309,9503,0_297_1_0_2_0_0_0_0_0_0,0_297_1,#b03e2d,#e8c333,#02b7fd
17138_5#25,GPS_NP_6556,10,3135,230,5,22,9,19,2,17,6,4,10130,77,0_15_2_0_6_3_0_0_0_0_0,0_15_2,#dbb532,#523bbb,#a8d539
17138_5#26,GPS_NP_6558,990,11038,11038,15,28,18,8,4,12,6,1181,10131,10398,NA,None,NA,#a07900,#bdc0ff
16288_6#32,GPS_NP_6561,206,7701,7701,58,130,17,32,62,10,6,176,9310,3541,0_281_0_3_2_0_0_0_0_0_0,0_281_0,#5667a9,#756df8,#5bde85
17138_5#27,GPS_NP_6586,106,2218,156,7,6,14,13,8,6,25,0,10132,8,0_11_2_6_1_0_0_0_0_0_0,0_11_2,#9b4fa6,#9030b7,#8435bb
16288_8#58,GPS_NP_6596,502,11051,11051,12,92,79,10,54,1,6,1182,9449,9643,0_235_1_0_0_0_0_0_0_0_0,0_235_1,#7b60a4,#424c98,#a05300
17138_5#28,GPS_NP_6597,116,7707,5080,97,112,17,5,9,18,77,61,10133,2388,0_120_1_1_0_0_0_0_0_0_0,0_120_1,#6361a1,#d970f8,#008517
16288_6#40,GPS_NP_6603,375,7590,7559,7,112,17,112,302,171,6,114,9311,9505,0_277_0_1_0_0_0_0_0_0_0,0_277_0,#558aec,#db29a8,#0063cc
17138_5#31,GPS_NP_6623,337,6035,6035,15,88,8,8,9,16,6,418,10134,9536,0_246_0_0_0_1_0_0_0_0_0,0_246_0,#2c7c62,#9bd4a2,#a0144d
16288_6#43,GPS_NP_6626,10,12794,230,6,22,14,5,2,17,546,4,9312,77,0_15_1_12_1_0_0_0_0_0_0,0_15_1,#dbb532,#523bbb,#a8d539
16288_6#44,GPS_NP_6684,84,11013,11013,2,1,18,5,9,229,17,1170,9313,4,0_55_1_17_0_0_0_0_0_0_0,0_55_1,#b5b53a,#007059,#ff7bf9
16288_6#45,GPS_NP_6687,37,5293,2421,7,20,423,38,1,2,6,20,9314,12,0_130_1_7_1_0_0_0_0_0_0,0_130_1,#da3a83,#fe6432,#69df5d
17138_5#32,GPS_NP_6690,40,11039,6023,5,146,6,5,6,10,9,416,10135,355,NA,None,#5f955c,#c33c00,#91b400
16288_6#47,GPS_NP_6691,376,3460,3460,2,28,75,34,1,5,42,48,9315,9509,0_255_0_1_0_0_0_0_0_0_0,0_255_0,#b6b63a,#01bd64,#558800
16288_6#48,GPS_NP_6699,196,6025,5902,8,1,168,5,4,3,6,5,9316,885,0_20_6_3_0_2_0_0_0_0_0,0_20_6,#4d9f2b,#c12cb1,#fcb013
16288_6#49,GPS_NP_6701,106,2218,156,7,6,14,13,8,6,25,0,9317,8,0_11_2_6_2_0_0_0_0_0_0,0_11_2,#9b4fa6,#9030b7,#8435bb
17138_5#33,GPS_NP_6714,37,5293,2421,7,20,423,38,1,2,6,20,9314,12,0_130_1_7_1_0_0_0_0_0_0,0_130_1,#da3a83,#fe6432,#69df5d
16288_6#51,GPS_NP_6716,9,11041,63,2,21,14,5,36,12,2,1,9319,2,0_74_0_40_2_0_0_0_0_0_0,0_74_0,#4c71e1,#d575ff,#fa77fa
16288_6#52,GPS_NP_6729,25,4209,4209,1,88,18,32,97,5,6,18,9320,2616,0_160_0_6_1_0_0_0_0_0_0,0_160_0,#8d439a,#ef5bda,#e88e00
17138_5#34,GPS_NP_6741,38,9325,393,1,49,8,43,41,18,13,52,10136,113,NA,None,#2c7040,#0672fb,#3da204
17138_5#35,GPS_NP_6742,508,7660,7660,15,123,509,9,62,10,6,1183,10137,10405,0_263_0_0_0_0_0_0_0_0_0,0_263_0,#399d85,#ffaf57,#60a2ce
16288_6#55,GPS_NP_6751,9,11041,63,2,21,14,5,36,12,2,1,9321,2,0_74_0_40_0_0_0_0_0_0_0,0_74_0,#4c71e1,#d575ff,#fa77fa
17138_5#36,GPS_NP_6753,10,1553,230,6,22,14,5,2,17,6,4,10138,77,0_15_1_12_0_2_0_0_0_0_0,0_15_1,#dbb532,#523bbb,#a8d539
17138_5#37,GPS_NP_6757,209,8164,8164,54,28,506,5,1,162,6,98,10139,4898,0_343_0_0_1_4_0_0_0_0_0,0_343_0,#4bcfa7,#e3004d,#6eceff
16288_6#60,GPS_NP_6772,43,4745,4745,93,1,17,17,1,113,6,626,9323,389,0_109_0_20_0_0_0_0_0_0_0,0_109_0,#31957f,#cacd3e,#a7d55c
17138_5#38,GPS_NP_6774,209,8164,8164,54,28,506,5,1,162,6,98,10140,4898,0_343_0_0_1_3_0_0_0_0_0,0_343_0,#4bcfa7,#e3004d,#6eceff
16288_6#59,GPS_NP_6778,196,6025,5902,8,1,168,5,4,3,6,5,9322,885,0_20_6_1_0_0_0_0_0_0_0,0_20_6,#4d9f2b,#c12cb1,#fcb013
16288_6#61,GPS_NP_6784,38,9325,393,1,49,8,43,41,18,13,52,9324,113,NA,None,#2c7040,#0672fb,#3da204
16288_6#62,GPS_NP_6790,10,3135,230,5,22,9,19,2,17,6,4,9325,77,0_15_2_0_6_1_0_0_0_0_0,0_15_2,#dbb532,#523bbb,#a8d539
16288_6#63,GPS_NP_6798,196,6025,5902,8,1,168,5,4,3,6,5,9326,885,0_20_6_3_0_3_0_0_0_0_0,0_20_6,#4d9f2b,#c12cb1,#fcb013
16288_6#65,GPS_NP_6813,51,7545,458,2,21,17,32,9,204,6,93,9327,749,0_17_3_0_15_0_0_0_0_0_0,0_17_3,#65682a,#ffae16,#7f2a9a
17138_5#40,GPS_NP_6816,104,12284,12284,1,146,5,5,6,1,7,1184,10142,6350,0_72_1_2_0_0_0_0_0_0_0,0_72_1,#b23d84,#1c5396,#9f94ff
16288_6#67,GPS_NP_6817,12,4655,4655,7,1,22,8,40,1,6,117,9328,9522,0_232_0_0_3_0_0_0_0_0_0,0_232_0,#8cc14b,#70dd7d,#6a8dff
16288_6#68,GPS_NP_6818,372,5290,5290,16,88,424,38,9,16,17,423,9329,9344,NA,None,#dc4355,#8fcba5,#ff8fcd
16288_6#69,GPS_NP_6831,13,11042,473,7,3,28,25,4,5,15,14,9330,85,0_21_6_0_5_0_0_0_0_0_0,0_21_6,#bc5fd1,#73c024,#31b12d
17138_5#42,GPS_NP_6837,9,63,63,2,21,14,5,36,12,17,1,10143,2,0_74_0_1_109_0_0_0_0_0_0,0_74_0,#4c71e1,#d575ff,#fa77fa
16288_6#72,GPS_NP_6851,489,11043,11043,58,88,5,31,54,4,17,1185,9332,9526,0_353_0_0_0_0_0_0_0_0_0,0_353_0,#b13d83,#ffa754,#982d10
16288_6#73,GPS_NP_6855,86,2712,2213,15,27,9,11,54,5,103,80,9333,872,0_176_1_1_2_0_0_0_0_0_0,0_176_1,#d1a63b,#14e283,#1f48bb
17138_5#43,GPS_NP_6861,509,9597,13168,7,20,14,9,4,2,6,267,10144,12,0_130_2_0_0_0_0_0_0_0_0,0_130_2,#c33b62,#017dd2,#69df5d
17138_5#44,GPS_NP_6887,101,1078,156,7,6,14,8,8,6,10,0,10145,4909,0_11_0_5_8_0_0_0_0_0_0,0_11_0,#6c94d6,#9030b7,#f07fff
16288_6#76,GPS_NP_6899,212,6202,6202,13,365,120,13,4,16,6,244,9334,9528,0_8_0_4_6_0_0_0_0_0_0,0_8_0,#bf276c,#aa008e,#8b9500
17138_5#45,GPS_NP_6904,10,10879,230,12,22,14,375,2,10,6,4,10146,77,NA,None,#dbb532,#523bbb,#a8d539
17138_5#46,GPS_NP_6910,45,4560,1439,5,1,14,5,6,16,9,57,10147,305,0_16_1_11_0_1_0_0_0_0_0,0_16_1,#52a2d8,#37ac22,#00cb7e
16288_8#61,GPS_NP_6931,284,7647,7647,12,16,14,38,9,16,6,618,9453,9461,0_221_0_1_1_0_0_0_0_0_0,0_221_0,#c44f4b,#01dc95,#9385ff
16288_8#62,GPS_NP_6932,284,7647,7647,12,16,14,38,9,16,6,618,9454,9461,0_221_0_1_1_0_0_0_0_1_0,0_221_0,#c44f4b,#01dc95,#9385ff
17138_5#61,GPS_NP_6940,26,989,989,12,112,14,5,89,8,6,17,10160,15,0_310_0_0_36_1_0_0_0_0_0,0_310_0,#b4ba5c,#6437bb,#37e276
16288_8#64,GPS_NP_6976,56,5068,5068,43,14,6,60,9,1,9,45,9455,763,0_96_1_8_0_0_0_0_0_0_0,0_96_1,#da89ae,#b17aff,#2e8800
16288_8#65,GPS_NP_7024,282,1669,1669,2,3,14,10,54,4,6,462,9456,1443,0_294_2_0_0_0_0_0_0_0_0,0_294_2,#955888,#e64e20,#7b2ba1
17138_5#62,GPS_NP_7080,184,5392,702,13,28,168,5,4,10,17,115,10161,6659,0_210_0_7_2_0_0_0_0_0_0,0_210_0,#e1936b,#8164ee,#80a400
16288_8#68,GPS_NP_7088,911,17027,63,2,21,14,60,777,12,712,1,9457,2,NA,None,#635c00,#d575ff,#fa77fa
17138_5#64,GPS_NP_7128,10,1553,230,6,22,14,5,2,17,6,4,10162,77,0_15_1_12_0_1_0_0_0_0_0,0_15_1,#dbb532,#523bbb,#a8d539
16288_8#71,GPS_NP_7136,101,1078,156,7,6,14,8,8,6,10,0,9459,4909,0_11_0_5_10_0_0_0_0_0_0,0_11_0,#6c94d6,#9030b7,#f07fff
16288_8#72,GPS_NP_7137,137,6037,3983,8,16,6,5,4,12,15,97,9460,4301,0_19_0_5_0_0_0_0_0_0_0,0_19_0,#66b132,#d3a100,#c4007a
16288_8#73,GPS_NP_7156,54,4908,4881,2,129,17,11,10,5,6,22,9461,1513,0_170_2_0_1_0_1_0_0_0_0,0_170_2,#9f4762,#87b200,#a17aff
17138_5#65,GPS_NP_7197,25,4209,4209,1,88,18,32,97,5,6,18,10163,2616,0_160_0_0_19_0_0_0_0_0_0,0_160_0,#8d439a,#ef5bda,#e88e00
16288_8#75,GPS_NP_7199,11,6031,6031,16,3,168,5,2,12,6,105,9462,49,0_10_0_33_0_2_0_0_0_0_0,0_10_0,#5d4dae,#c60048,#58b118
16288_8#59,GPS_NP_7202,260,8927,8927,7,20,6,5,282,5,10,153,9450,5128,0_271_0_0_2_1_0_0_0_0_0,0_271_0,#c6b13d,#f6bd4f,#ff54be
16288_8#76,GPS_NP_7209,127,12797,6690,16,731,8,9,111,5,7,417,9463,9467,0_244_0_0_0_0_0_0_0_0_0,0_244_0,#e8866a,#ff9ef3,#8e7100
16288_8#77,GPS_NP_7221,30,10997,3735,5,130,168,8,62,16,6,19,9464,830,0_254_0_14_2_0_0_0_0_0_0,0_254_0,#996aba,#476bf5,#009d2d
16288_8#78,GPS_NP_7227,45,4560,1439,5,1,14,5,6,16,9,57,9465,305,0_16_1_11_0_2_0_0_0_0_0,0_16_1,#52a2d8,#37ac22,#00cb7e
16288_8#79,GPS_NP_7230,10,11052,230,5,19,9,19,2,17,6,4,9466,77,0_15_2_0_9_0_0_0_0_0_0,0_15_2,#dbb532,#523bbb,#a8d539
16288_8#81,GPS_NP_7232,13,1717,473,7,3,28,25,4,4,15,14,9468,85,0_21_6_0_1_0_0_0_0_0_0,0_21_6,#bc5fd1,#73c024,#31b12d
16288_8#82,GPS_NP_7239,12,180,180,7,1,22,15,2,10,6,44,9469,117,0_232_1_3_28_0_0_0_0_0_0,0_232_1,#8cc14b,#8ac621,#9bbe00
16288_8#83,GPS_NP_7240,375,12798,12798,1,112,17,286,565,18,6,1186,9470,9505,0_277_0_0_0_0_0_0_0_0_0,0_277_0,#558aec,#374f97,#0063cc
16288_8#84,GPS_NP_7241,337,11053,6035,15,88,8,8,4,16,6,418,9471,9536,0_246_0_0_1_0_0_0_0_0_0,0_246_0,#2c7c62,#9bd4a2,#a0144d
16288_8#87,GPS_NP_7242,91,373,11012,7,88,9,13,4,5,7,87,9473,3199,0_146_0_7_1_0_0_0_0_0_0,0_146_0,#799537,#02cc88,#ad25ae
16288_8#85,GPS_NP_7243,10,11052,230,5,19,9,19,2,17,6,4,9472,77,0_15_2_0_10_0_0_0_0_0_0,0_15_2,#dbb532,#523bbb,#a8d539
16288_8#88,GPS_NP_7267,13,1717,473,7,3,28,25,4,4,15,14,9474,85,0_21_6_0_1_1_0_0_0_0_0,0_21_6,#bc5fd1,#73c024,#31b12d
28832_1#311,GPS_NP_8000,196,6025,5902,8,1,168,5,4,3,6,5,21109,885,NA,None,#4d9f2b,#c12cb1,#fcb013
28832_1#339,GPS_NP_8001,196,6025,5902,8,1,168,5,4,3,6,5,21125,885,NA,None,#4d9f2b,#c12cb1,#fcb013
29102_1#130,GPS_NP_8002,662,16734,16734,264,387,14,8,62,5,6,1187,21205,6343,NA,None,#7f61b4,#ffb761,#653d9d
28832_1#368,GPS_NP_8003,196,6025,5902,8,1,168,5,4,3,6,5,21139,885,NA,None,#4d9f2b,#c12cb1,#fcb013
28832_1#96,GPS_NP_8004,372,7679,7679,16,4,424,38,9,5,17,421,21168,9344,NA,None,#dc4355,#005792,#ff8fcd
28832_1#33,GPS_NP_8005,11,17050,6031,16,3,1098,5,2,12,6,105,21120,49,NA,None,#5d4dae,#c60048,#58b118
28832_1#65,GPS_NP_8006,84,12488,12888,2,1,18,5,4,83,6,265,21156,4,NA,None,#b5b53a,#d9c83a,#ff7bf9
28832_1#100,GPS_NP_8007,43,3214,3214,10,14,6,17,4,38,6,68,21003,389,NA,None,#31957f,#00b466,#a7d55c
28832_1#117,GPS_NP_8008,10,2355,230,2,22,17,19,2,17,15,4,21012,77,NA,None,#dbb532,#523bbb,#a8d539
28832_1#152,GPS_NP_8009,69,4965,3824,7,1,17,13,2,16,15,412,21029,426,NA,None,#aa2200,#da0066,#ed7c02
28832_1#118,GPS_NP_8010,51,458,458,2,21,17,32,9,47,6,93,21013,749,NA,None,#65682a,#ffae16,#7f2a9a
28832_1#177,GPS_NP_8011,209,8164,8164,54,28,506,5,1,162,6,98,21043,4898,NA,None,#4bcfa7,#e3004d,#6eceff
28832_1#126,GPS_NP_8012,224,4216,4216,15,14,262,60,34,16,9,328,21017,558,NA,None,#3fc0d1,#ff72f0,#ce77ff
28832_1#275,GPS_NP_8013,224,4216,4216,15,14,262,60,34,16,9,328,21094,558,NA,None,#3fc0d1,#ff72f0,#ce77ff
29102_1#197,GPS_NP_8014,500,16747,7519,1,20,14,16,264,1,6,419,21274,6456,NA,None,#7c8fe0,#99d3ab,#026cdc
28832_1#316,GPS_NP_8015,206,7701,7701,58,130,17,32,62,10,6,176,21112,3541,NA,None,#5667a9,#756df8,#5bde85
28832_1#91,GPS_NP_8017,170,7689,2856,43,79,255,5,4,10,7,53,21165,2377,NA,None,#a73e51,#de008c,#d1ca4f
29102_1#154,GPS_NP_8018,147,6040,6040,10,1,14,8,82,16,81,99,21229,3750,NA,None,#3a7f2c,#b7d249,#4746a8
28832_1#9,GPS_NP_8019,259,5009,5009,10,123,75,16,54,1,6,469,21164,390,NA,None,#5370bd,#1750a3,#e9b500
28832_1#40,GPS_NP_8020,176,11028,9491,6,79,190,5,54,10,7,236,21148,863,NA,None,#e588a8,#7030b5,#2d59df
28832_1#69,GPS_NP_8021,376,14886,3460,2,28,75,34,1,5,17,48,21157,9509,NA,None,#b6b63a,#01bd64,#558800
28832_1#101,GPS_NP_8022,372,5290,5290,16,88,424,38,9,16,17,423,21004,9344,NA,None,#dc4355,#8fcba5,#ff8fcd
28832_1#124,GPS_NP_8023,196,6025,5902,8,1,168,5,4,3,6,5,21015,885,NA,None,#4d9f2b,#c12cb1,#fcb013
28832_1#113,GPS_NP_8024,382,5833,4542,7,6,121,13,1,6,6,361,21010,62,NA,None,#3f7c31,#fb35a0,#50a100
28832_1#184,GPS_NP_8025,236,7573,7573,6,4,6,11,1,1,17,424,21046,5180,NA,None,#838c48,#007337,#c79d00
28832_1#212,GPS_NP_8026,3,62,62,2,3,14,5,29,12,16,46,21060,63,NA,None,#8854d2,#b61fa9,#5b6df8
28832_1#236,GPS_NP_8027,376,14886,3460,2,28,75,34,1,5,17,48,21072,9509,NA,None,#b6b63a,#01bd64,#558800
28832_1#347,GPS_NP_8028,9,4532,63,2,21,14,5,36,1,17,1,21128,2,NA,None,#4c71e1,#d575ff,#fa77fa
28832_1#319,GPS_NP_8029,908,17048,17048,2,21,8,740,283,12,17,1188,21113,2,NA,None,#9c195e,#ff904a,#fa77fa
28832_1#16,GPS_NP_8030,9,4532,63,2,21,14,5,36,1,17,1,21032,2,NA,None,#4c71e1,#d575ff,#fa77fa
28832_1#371,GPS_NP_8031,910,17051,16766,8,21,14,741,36,12,7,425,21140,2,NA,None,#783a80,#00578e,#fa77fa
28832_1#41,GPS_NP_8032,116,7707,5080,97,112,17,5,9,18,77,61,21149,2388,NA,None,#6361a1,#d970f8,#008517
28832_1#76,GPS_NP_8033,25,16729,4209,1,88,17,32,97,5,9,18,21158,2616,NA,None,#8d439a,#ef5bda,#e88e00
28832_1#104,GPS_NP_8034,34,17043,17043,10,4,1099,5,54,38,507,1189,21005,874,NA,None,#3fc6d1,#ff9b53,#fc5ad4
29102_1#150,GPS_NP_8035,485,5643,5643,12,112,17,8,54,5,7,208,21225,9432,NA,None,#9349a2,#009740,#006a07
28832_1#125,GPS_NP_8036,339,983,983,15,104,63,16,19,15,3,838,21016,6,NA,None,#6c9045,#b4000b,#6054db
28832_1#153,GPS_NP_8037,712,6208,6208,2,33,309,5,54,4,9,898,21030,18584,NA,None,#afd35f,#a5d480,#ff7acc
28832_1#185,GPS_NP_8038,907,4845,230,12,22,26,19,2,17,6,4,21047,77,NA,None,#82d5c0,#523bbb,#a8d539
28832_1#213,GPS_NP_8039,43,7664,7664,15,462,24,17,4,16,6,1155,21061,389,NA,None,#31957f,#01897c,#a7d55c
28832_1#237,GPS_NP_8040,10,8509,230,257,22,14,375,2,10,6,4,21073,77,NA,None,#dbb532,#523bbb,#a8d539
29102_1#240,GPS_NP_8041,376,14512,3460,2,88,75,34,1,5,42,48,21323,9509,NA,None,#b6b63a,#01bd64,#558800
28832_1#324,GPS_NP_8042,101,1078,156,7,6,14,8,8,6,10,0,21117,4909,NA,None,#6c94d6,#9030b7,#f07fff
29102_1#77,GPS_NP_8043,101,16772,156,7,20,14,8,8,6,10,0,21463,4909,NA,None,#6c94d6,#9030b7,#f07fff
29102_1#163,GPS_NP_8044,91,11012,11012,2,88,9,5,4,5,7,87,21238,3199,NA,None,#799537,#02cc88,#ad25ae
28832_1#352,GPS_NP_8045,25,1725,4209,1,88,190,32,97,5,6,18,21131,2616,NA,None,#8d439a,#ef5bda,#e88e00
28832_1#99,GPS_NP_8047,13,473,473,7,20,28,25,4,4,15,14,21169,85,NA,None,#bc5fd1,#73c024,#31b12d
28832_1#48,GPS_NP_8048,10,3135,230,5,22,9,19,2,17,6,4,21150,77,NA,None,#dbb532,#523bbb,#a8d539
28832_1#77,GPS_NP_8049,9,7645,7645,12,21,14,38,9,12,77,947,21159,2,NA,None,#4c71e1,#cf5800,#fa77fa
28832_1#107,GPS_NP_8050,10,3135,230,5,22,9,19,2,17,6,4,21006,77,NA,None,#dbb532,#523bbb,#a8d539
28832_1#132,GPS_NP_8051,184,5392,702,13,28,168,5,4,10,17,115,21019,6659,NA,None,#e1936b,#8164ee,#80a400
28832_1#160,GPS_NP_8052,57,16711,16711,12,14,18,2,62,12,43,1190,21033,1391,NA,None,#ab5445,#275291,#02d170
28832_1#192,GPS_NP_8053,196,6025,5902,8,1,168,5,4,3,6,5,21050,885,NA,None,#4d9f2b,#c12cb1,#fcb013
28832_1#121,GPS_NP_8054,10,16710,230,12,22,14,375,2,10,11,4,21014,77,NA,None,#dbb532,#523bbb,#a8d539
28832_1#129,GPS_NP_8055,57,6029,6029,1,20,8,5,29,1,43,378,21018,1391,NA,None,#ab5445,#e4511b,#02d170
28832_1#328,GPS_NP_8056,104,7633,6030,10,146,5,11,6,47,7,101,21119,6350,NA,None,#b23d84,#9dd585,#9f94ff
28832_1#355,GPS_NP_8057,13,473,473,7,20,28,25,4,4,15,14,21132,85,NA,None,#bc5fd1,#73c024,#31b12d
28832_1#379,GPS_NP_8058,488,12795,12795,5,748,5,38,9,5,6,415,21144,9525,NA,None,#2f7038,#01a2e0,#b30056
28832_1#17,GPS_NP_8059,25,7523,7523,1,3,18,32,97,202,6,1191,21039,2616,NA,None,#8d439a,#f5bc63,#e88e00
28832_1#49,GPS_NP_8060,492,7637,7637,11,388,31,11,4,4,17,1158,21151,9572,NA,None,#4dcbc1,#006642,#225e35
28832_1#84,GPS_NP_8061,91,373,11012,7,88,9,13,4,5,7,87,21161,3199,NA,None,#799537,#02cc88,#ad25ae
28832_1#108,GPS_NP_8062,230,16707,2754,2,19,18,8,70,16,576,62,21007,9312,NA,None,#536c31,#777bff,#b69f00
28832_1#133,GPS_NP_8063,259,5009,5009,10,123,75,16,54,1,6,469,21020,390,NA,None,#5370bd,#1750a3,#e9b500
28832_1#161,GPS_NP_8064,230,16707,2754,2,19,18,8,70,16,576,62,21034,9312,NA,None,#536c31,#777bff,#b69f00
28832_1#193,GPS_NP_8065,101,2854,156,7,6,14,8,8,6,17,0,21051,4909,NA,None,#6c94d6,#9030b7,#f07fff
28832_1#220,GPS_NP_8066,170,7689,2856,43,79,255,5,4,10,7,53,21064,2377,NA,None,#a73e51,#de008c,#d1ca4f
28832_1#244,GPS_NP_8067,9,16719,63,2,21,14,5,36,12,11,1,21077,2,NA,None,#4c71e1,#d575ff,#fa77fa
28832_1#83,GPS_NP_8068,11,7600,193,8,26,1,10,2,10,1,15,21160,49,NA,None,#5d4dae,#0067ef,#58b118
28832_1#88,GPS_NP_8070,376,14886,3460,2,28,75,34,1,5,17,48,21163,9509,NA,None,#b6b63a,#01bd64,#558800
28832_1#381,GPS_NP_8071,25,4209,4209,1,88,18,32,97,5,6,18,21146,2616,NA,None,#8d439a,#ef5bda,#e88e00
28832_1#24,GPS_NP_8072,11,6031,6031,16,3,168,5,2,12,6,105,21075,49,NA,None,#5d4dae,#c60048,#58b118
28832_1#56,GPS_NP_8073,84,12888,12888,2,1,18,5,41,83,6,265,21153,4,NA,None,#b5b53a,#d9c83a,#ff7bf9
28832_1#85,GPS_NP_8074,25,16730,4209,1,88,18,32,97,10,9,18,21162,2616,NA,None,#8d439a,#ef5bda,#e88e00
28832_1#109,GPS_NP_8075,30,16708,16708,2,130,5,38,62,1,6,1192,21008,830,NA,None,#996aba,#5e4590,#009d2d
28832_1#137,GPS_NP_8076,236,17044,17044,6,4,168,11,2,47,713,1193,21022,5180,NA,None,#838c48,#dfc566,#c79d00
28832_1#168,GPS_NP_8077,101,16712,16712,7,384,14,8,54,6,10,1194,21037,4909,NA,None,#6c94d6,#63428e,#f07fff
28832_1#197,GPS_NP_8078,12,16714,4655,7,1,22,8,40,1,189,117,21053,9522,NA,None,#8cc14b,#70dd7d,#6a8dff
28832_1#221,GPS_NP_8079,25,16718,4209,10,88,190,32,97,5,6,18,21065,2616,NA,None,#8d439a,#ef5bda,#e88e00
28832_1#245,GPS_NP_8081,648,16720,6441,7,1,9,8,53,12,6,420,21078,3785,NA,None,#c82e3c,#60de84,#ff891f
28832_1#331,GPS_NP_8082,909,16724,16724,1,20,19,8,4,16,17,1195,21121,21540,NA,None,#99d49b,#f1be63,#00658d
28832_1#360,GPS_NP_8083,375,7559,7559,2,112,17,112,302,171,6,114,21135,9505,NA,None,#558aec,#db29a8,#0063cc
28832_1#4,GPS_NP_8084,372,16726,7679,1,4,424,38,9,5,17,421,21147,9344,NA,None,#dc4355,#005792,#ff8fcd
28832_1#25,GPS_NP_8085,10,16721,230,5,1,9,19,2,3,6,4,21080,77,NA,None,#dbb532,#523bbb,#a8d539
28832_1#57,GPS_NP_8086,509,16727,13168,8,20,14,9,4,2,9,267,21154,12,NA,None,#c33b62,#017dd2,#69df5d
28832_1#92,GPS_NP_8087,40,5355,4934,5,1,19,5,6,10,9,195,21166,355,NA,None,#5f955c,#388eff,#91b400
28832_1#116,GPS_NP_8088,56,5068,5068,43,14,6,60,9,1,9,45,21011,763,NA,None,#da89ae,#b17aff,#2e8800
28832_1#144,GPS_NP_8089,25,4209,4209,1,88,18,32,97,5,6,18,21025,2616,NA,None,#8d439a,#ef5bda,#e88e00
28832_1#169,GPS_NP_8090,260,17045,8927,7,1004,6,5,282,5,10,153,21038,5128,NA,None,#c6b13d,#f6bd4f,#ff54be
28832_1#204,GPS_NP_8091,43,4745,4745,93,1,17,17,1,113,6,626,21056,389,NA,None,#31957f,#cacd3e,#a7d55c
28832_1#228,GPS_NP_8092,104,7633,6030,10,146,5,11,6,47,7,101,21068,6350,NA,None,#b23d84,#9dd585,#9f94ff
28832_1#252,GPS_NP_8093,43,3214,3214,10,14,6,17,4,38,6,68,21082,389,NA,None,#31957f,#00b466,#a7d55c
28832_1#336,GPS_NP_8094,230,2754,2754,2,19,18,8,70,16,6,62,21124,9312,NA,None,#536c31,#777bff,#b69f00
28832_1#363,GPS_NP_8095,11,6031,6031,16,3,168,5,2,12,6,105,21136,49,NA,None,#5d4dae,#c60048,#58b118
28832_1#5,GPS_NP_8096,30,3735,3735,2,130,309,8,62,16,6,19,21152,830,NA,None,#996aba,#476bf5,#009d2d
28832_1#32,GPS_NP_8097,11,17049,193,8,1005,1,10,2,16,1,15,21114,49,NA,None,#5d4dae,#0067ef,#58b118
28832_1#64,GPS_NP_8098,116,16728,5080,97,22,17,5,9,18,77,61,21155,2388,NA,None,#6361a1,#d970f8,#008517
28832_1#93,GPS_NP_8099,222,16731,8152,13,7,9,9,9,18,17,150,21167,3925,NA,None,#639dd3,#e45c10,#ffb64c
28832_1#110,GPS_NP_8100,30,16709,16709,11,130,309,8,9,16,17,1196,21009,830,NA,None,#996aba,#444d8f,#009d2d
28832_1#145,GPS_NP_8101,43,4660,156,15,1,271,13,4,16,6,0,21026,389,NA,None,#31957f,#9030b7,#a7d55c
28832_1#176,GPS_NP_8102,30,16709,16709,11,130,309,8,9,16,17,1196,21042,830,NA,None,#996aba,#444d8f,#009d2d
28832_1#205,GPS_NP_8103,5,2464,156,7,6,8,13,4,6,17,0,21057,8,NA,None,#9c34b3,#9030b7,#8435bb
28832_1#229,GPS_NP_8104,225,12496,12496,5,1,17,11,4,47,17,135,21069,3991,NA,None,#b83536,#f8a408,#bb82ff
28832_1#253,GPS_NP_8105,116,5080,5080,97,4,17,5,9,18,77,61,21083,2388,NA,None,#6361a1,#d970f8,#008517
28832_1#281,GPS_NP_8106,308,1294,1294,5,1,149,8,8,1,9,231,21097,9341,NA,None,#81992a,#e07dff,#8f1e88
28832_1#313,GPS_NP_8107,485,17047,5643,565,112,17,8,54,5,7,208,21111,9432,NA,None,#9349a2,#009740,#006a07
28832_1#340,GPS_NP_8108,26,11027,989,12,1,14,5,4,8,6,17,21126,15,NA,None,#b4ba5c,#6437bb,#37e276
28832_1#378,GPS_NP_8109,170,7689,2856,43,79,255,5,4,10,7,53,21143,2377,NA,None,#a73e51,#de008c,#d1ca4f
28832_1#357,GPS_NP_8110,148,11001,9519,8,464,6,38,351,5,6,71,21134,873,NA,None,#e03873,#01c153,#619b00
29102_1#17,GPS_NP_8111,277,6197,10588,10,111,31,13,34,16,15,31,21245,268,NA,None,#e09a36,#a1b200,#ff74ed
